Title,Date,Category,Link,Agency
NIRP And Founder To Pay Nearly $9M To Resolve Alleged Kickback Referral Violations,"August 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nirp-and-founder-to-pay-nearly-9m-to-resolve-alleged-kickback-referral-violations/,"U.S. Attorney’s Office, Southern District of Texas"
Nationwide Home Healthcare And Hospice Provider To Pay $3.85M To Resolve False Claims Act Allegations,"August 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nationwide-home-healthcare-and-hospice-provider-to-pay-385m-to-resolve-false-claims-act-allegations/,U.S. Department of Justice
"Millington Woman Arrested, Charged in TBI Medicaid Fraud Investigation","August 20, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/millington-woman-arrested-charged-in-tbi-medicaid-fraud-investigation/,State of Tennessee
Pair Accused Of Kickback Scheme Involving Lab Testing,"August 19, 2024",COVID-19,https://oig.hhs.gov/fraud/enforcement/pair-accused-of-kickback-scheme-involving-lab-testing/,"U.S. Attorney's Office, Eastern District of Missouri"
"Provider To Pay $600,000 To Resolve False Claims Act Liability Arising From Billing Of Electro-Acupuncture Device","August 19, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/provider-to-pay-600000-to-resolve-false-claims-act-liability-arising-from-billing-of-electro-acupuncture-device/,"U.S. Attorney's Office, Eastern District of Pennsylvania"
"U.S. Attorney Announces $600,000 False Claims Act Settlement With Medical Practice And Its Owners For Improper Medicare And Medicaid Billing","August 19, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-600000-false-claims-act-settlement-with-medical-practice-and-its-owners-for-improper-medicare-and-medicaid-billing/,"U.S. Attorney's Office, Southern District of New York"
Dayton Woman Accused of $1.5 Million Medicaid Scheme Is Arrested in Texas,"August 16, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/dayton-woman-accused-of-15-million-medicaid-scheme-is-arrested-in-texas/,State of Ohio
Florida Man Pleads Guilty To Conspiring To Defraud Medicare Of $39.5 Million,"August 15, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-pleads-guilty-to-conspiring-to-defraud-medicare-of-395-million/,"U.S. Attorney's Office, District of New Hampshire"
Carr's Medicaid Fraud Division Obtains New 15-Count Indictment In Forsyth County,"August 15, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carrs-medicaid-fraud-division-obtains-new-15-count-indictment-in-forsyth-county/,State of Georgia
Elizabethton Man Charged With Abuse Of Vulnerable Adult,"August 15, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/elizabethton-man-charged-with-abuse-of-vulnerable-adult/,State of Tennessee
Federal Jury Convicts Felon On Supervised Release Of Using A Fraudulently Obtained Social Security Number And Theft Of Social Security Benefits,"August 14, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-felon-on-supervised-release-of-using-a-fraudulently-obtained-social-security-number-and-theft-of-social-security-benefits/,"U.S. Attorney’s Office, Middle District of Florida"
Attorney General Phil Weiser Charges Medicaid Biller For $1.2 Million In False Liquid Nutrition Claims,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-phil-weiser-charges-medicaid-biller-for-12-million-in-false-liquid-nutrition-claims/,State of Colorado
New Hampshire Couple Indicted For Medicaid Fraud,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/new-hampshire-couple-indicted-for-medicaid-fraud/,State of New Hampshire
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-1/,State of North Carolina
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-1/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-1/,North California Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-1/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-1/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-1/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-1/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 7, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-4/,State of North Carolina
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 7, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-4/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 7, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-4/,North California Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 7, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-4/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 7, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-4/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 7, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-4/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 7, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-4/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 31, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-3/,State of North Carolina
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 31, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-3/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 31, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-3/,North California Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 31, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-3/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 31, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-3/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 31, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-3/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 31, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-3/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 29, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-02/,State of North Carolina
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 29, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-02/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 29, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-02/,North California Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 29, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-02/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 29, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-02/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 29, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-02/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"September 29, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-02/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"June 28, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-2/,State of North Carolina
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"June 28, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-2/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"June 28, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-2/,North California Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"June 28, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-2/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"June 28, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-2/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"June 28, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-2/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"June 28, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-2/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"February 26, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing2/,State of North Carolina
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"February 26, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing2/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"February 26, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing2/,North California Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"February 26, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing2/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"February 26, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing2/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"February 26, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing2/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"February 26, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing2/,North Carolina Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"February 10, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing/,State of North Carolina
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"February 10, 2021",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing/,North Carolina Attorney General
